scientific_name,common_names,family,duration,habit,size_category,bloom_color,fragrant,bloom_months,az_native,native_habitat,ecological_plant_groups,water_use,light_requirement,calcium_carbonate_tolerance,drought_tolerance,soil_type,watering,heat_tolerance,yard_uses,wildlife_attraction,toxic_humans,toxic_pets,toxic_part,nursery,prices,Price_category,Sizes Available,shoping_notes,images,page_link-href
Tecoma stans,"Yellow Bells, Yellowbells, Esperanza, Yellow Trumpetbush, Yellow Trumpetflower, Trumpetbush, Trumpetflower, Yellow Elder, Hardy Yellow Trumpet, Yellow Trumpet Bush",Bignoniaceae (Trumpet-Creeper Family),Perennial,Shrub,Medium,Yellow,Yes (slight),"Apr , May , Jun , Jul , Aug , Sep , Oct , Nov",Y,"High elevations, hillsides, slopes, canyons",Shrubland & Chaparral Species,Low,"Sun, Part Shade",High,High,"well-drained, rocky, limestone, sandy, loamy",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Pollinator Bed, Shrub Border, Hummingbird Garden","Butterflies, Hummingbirds, Small Mammals, Native Bees",Not toxic*,Slightly toxic (mild GI),"Leaves, roots (in very large quantity; GI upset)","Civano, DS, Spadefoot, Harlow",SMALL-$13-35,Budget ($3-15),"1 gal, 5 gal, #5","Yellow trumpetbush, widely available",../image_archive/320x240/EWA/EWA_IMG10852.JPG,https://www.wildflower.org/plants/result.php?id_plant=TEST
Tetraneuris acaulis,"Stemless Four-nerve Daisy, Stemless Goldflower, Stemless Rubber Weed, Butte Marigold, Bitterweed",Asteraceae (Aster Family),Perennial,Herb,Small,Yellow,No,"May , Jun , Jul",N,"Dry, rocky slopes; mesas; limestone bluffs; roadsides",Shrubland & Chaparral Species,Low,Sun,High,High,"dry, sandy, gravelly, limestone, calcareous, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Rock Garden, Wildflower Border","Native Bees, Butterflies",Not toxic,Not toxic,None,"Spadefoot, rare at retail",SMALL-$7-12,Budget ($3-15),"4"", 1 gal","“Angelita daisy,” seasonal",../image_archive/320x240/BIBE/BIBE_IMG01696.JPG,https://www.wildflower.org/plants/result.php?id_plant=TEACA2
Thymophylla pentachaeta,"Parralena, Fiveneedle Pricklyleaf, Dogweed, Dyssodia",Asteraceae (Aster Family),Annual/Perennial,Herb/Subshrub,Small,"Orange , Yellow",Yes (faint/camphor),"May , Jun , Jul , Aug , Sep , Oct",Y,"Dry roadsides, gravelly slopes, washes and rocky places, often on limestone throughout Texas.",Shrubland & Chaparral Species,Low,Sun,Medium,High,"dry, sandy, rocky, alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Bed, Lawn Alternative, Drought Patch","Birds, Native Bees, Butterflies",Not toxic,Not toxic,None,"Seed only (Running Bug Farm, others)",SEED-$4-7,Budget ($3-15),Seed only,"“Dahlberg daisy,” almost never as plant",../image_archive/320x240/PCD4225/PCD4225_IMG0036.JPG,https://www.wildflower.org/plants/result.php?id_plant=THPEP
Vachellia constricta,"Whitethorn Acacia, White-thorn Acacia, Mescat Acacia, Mescat Wattle, Whitethorn, Vara Prieta, Chaparro Prieto",Fabaceae (Pea Family),Perennial,Shrub/Small Tree,Large,"White , Yellow",No,"May , Jun , Jul , Aug",Y,"Flat desert areas, High elevation. Dry slopes; washes; mesas.",Shrubland & Chaparral Species,Low,Sun,High,High,"sandy, caliche, loamy, limestone, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Security Barrier, Wildlife Hedge, Erosion Control","Native Insects, Butterflies, Bees, Birds, Pollinators",Not toxic,Not toxic*,None,"DS, Civano, Spadefoot, specialty",MEDIUM-$16-30,Moderate ($16-40),"1 gal, 5 gal","“Whitethorn acacia,” barrier",../image_archive/320x240/CBR/CBR_IMG1243.JPG,https://www.wildflower.org/plants/result.php?id_plant=VACO9
Vauquelinia californica,"Arizona Rosewood, Arizona-rosewood",Rosaceae (Rose Family),Perennial,Shrub/Small Tree,Extra Large,White,Slight,"May , Jun , Jul",Y,Canyons and mountains; 2500 to 5000 ft.,Medium Drought Tolerance Species,Low,"Sun, Part Shade",Medium,Medium,"rocky, sandy, well-drained", WEEKLY WATERING,Heat Tolerant,"Screening Shrub, Large Accent, Foundation Plant","Native Bees, Birds, Butterflies",Toxic,Toxic,All parts (cyanogenic glycosides),"DS, Civano, Spadefoot",MEDIUM-$18-38,Moderate ($16-40),"1 gal, 5 gal","“Arizona rosewood,” hedge/screen",../image_archive/320x240/EPS/EPS_IMG13588.JPG,https://www.wildflower.org/plants/result.php?id_plant=VACA5
Verbesina encelioides,"Cowpen Daisy, Golden Crownbeard, Butter Daisy",Asteraceae (Aster Family),Annual/Perennial,Herb,Medium,Yellow,No,"Apr , May , Jun , Jul , Aug , Sep , Oct",Y,"Found in disturbed areas throughout Texas, especially the drier parts. Sand, loam, clay, limestone.",Medium Drought Tolerance Species,Low,Sun,Medium,Medium,"well-drained, sandy, nutrient-poor", WEEKLY WATERING,Heat Tolerant,"Wildflower Meadow, Pollinator Patch","Butterflies, Native Bees, Honey Bees, Pollinators",Not toxic,Not toxic (mild GI upsets),None,Not found,SEED-$4-7,Budget ($3-15),Seed only,Plants rare,../image_archive/320x240/EWA/EWA_IMG00800.JPG,https://www.wildflower.org/plants/result.php?id_plant=VEEN
Vitis arizonica,"Canyon Grape, Arizona Grape",Vitaceae (Grape Family),Perennial,Vine,Extra Large,"White , Green",No,"Apr , May , Jun , Jul",Y,Canyons; stream banks; 2000 to 7500 ft.,Riparian & Moist Site Species,"Low, Medium","Sun, Part Shade",Medium,Medium,"well-drained, sandy, rocky", WEEKLY WATERING,Heat Tolerant,"Wildlife Garden, Vertical/Living Fence, Shade","Birds, Wildlife, Pollinators, Small Mammals",Not toxic,Not toxic,None,"DS, Civano, Spadefoot, specialty",SEED-$11 SMALL-$24,Budget ($3-15),"1 gal, 5 gal, seed","“Arizona grape,” wildlife plant",../image_archive/320x240/L_P/L_P_IMG0198.JPG,https://www.wildflower.org/plants/result.php?id_plant=VIAR2
Yucca,"Schott's Yucca, Arizona-soapwort",Agavaceae (Century-Plant Family),Perennial,Cactus/Succulent,Extra Large,White,Yes,"Jul , Aug , Sep",Y,Hillsides & canyons; 4000 to 7000 ft.,Shrubland & Chaparral Species,Low,Sun,High,High,"rocky, sandy, caliche, dry, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Accent Plant, Xeriscape, Security Barrier, Architectual Feature","Yucca Moths, Nocturnal Pollinators, Birds, Small Mammals",Raw parts can cause GI upset,Raw parts can cause GI upset,"Saponins (mild, more in roots/seeds)","DS, Civano, Spadefoot, AZDM",SMALL-$14-65,Budget ($3-15),"1–5 gal, #5, box, field grown","Multiple native species, price varies",../image_archive/320x240/EWA/EWA_IMG06271.JPG,https://www.wildflower.org/plants/result.php?id_plant=YUSC
Yucca baccata,"Banana Yucca, Blue Yucca, Fleshy-fruited Yucca, Datil",Agavaceae (Century-Plant Family),Perennial,Cactus/Succulent,Large–Extra Large,White,Yes,"Apr , May , Jun , Jul",Y,Dry plains; hilly grasslands,Shrubland & Chaparral Species,Low,Sun,High,High,"dry, rocky, sandy, alkaline, caliche, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Accent Plant, Xeriscape, Wildlife Habitat, Security Barrier","Birds, Deer, Insects, Yucca Moths, Small Mammals",As above,As above,As above,"DS, Civano, Spadefoot, AZDM",MEDIUM-$18-65,Moderate ($16-40),"1–5 gal, specimen",“Banana yucca”,../image_archive/320x240/EWA/EWA_IMG16489.JPG,https://www.wildflower.org/plants/result.php?id_plant=YUBA
Yucca brevifolia,"Joshua Tree, Tree Yucca, Cactus-yucca, Yucca-palm",Agavaceae (Century-Plant Family),Perennial,Cactus/Succulent,Extra Large,White,Yes (slight),"Mar , Apr , May",Y,Deserts above 3500 ft.,Arid Grasslands & Plains,Low,Sun,High,Very High,"sandy, rocky, well-drained, alkaline",RAINFALL ONLY,Heat Lovers,"Accent Plant, Desert Icon, Wildlife Habitat","Night Pollinators, Yucca Moths, Birds, Mammals",As above,As above,As above,"DS, Civano, Spadefoot, AZDM",MEDIUM-$24-75,Moderate ($16-40),"1–5 gal, field grown","“Joshua tree,” specimen only",../image_archive/320x240/EPS/EPS_IMG2100.JPG,https://www.wildflower.org/plants/result.php?id_plant=YUBR
Yucca elata,"Soaptree Yucca, Soaptree, Soapweed Yucca, Palmilla, Palmella, Amole",Agavaceae (Century-Plant Family),Perennial,Cactus/Succulent,Extra Large,White,Yes,"Apr , May , Jun",Y,Deserts; grasslands; mesas,Shrubland & Chaparral Species,Low,Sun,High,High,"well-drained, sandy, loamy, limestone, caliche",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Accent Plant, Xeriscape, Security Barrier, Architectural Feature","Butterflies, Moths, Small Mammals, Yucca Giant Butterfly Larvae, Yucca Moths, Birds",As above,As above,As above,"DS, Civano, Spadefoot, AZDM",SMALL-$14-65,Budget ($3-15),"1–5 gal, specimen","“Soaptree yucca,” very common",../image_archive/320x240/PCD1172/PCD1172_IMG0032.JPG,https://www.wildflower.org/plants/result.php?id_plant=YUEL
Zinnia grandiflora,"Plains Zinnia, Rocky Mountain Zinnia, Prairie Zinnia, Little Golden Zinnia, Yellow Zinnia",Asteraceae (Aster Family),Perennial,Herb/Shrub,Small,Yellow,No,"May , Jun , Jul , Aug , Sep , Oct",Y,"Dry, calcareous slopes & mesas",Shrubland & Chaparral Species,Low,"Sun, Part Shade",High,High,"dry, calcareous, well-drained, sandy",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Ground Cover, Wildflower Border, Lawn Alternative","Butterflies, Moths, Bees, Native Bees, Pollinators, Birds",Not toxic,Not toxic,None,"Spadefoot, DS, Civano",SMALL-$7-13,Budget ($3-15),"4"", 1 gal",Native groundcover perennial,../image_archive/320x240/EWA/EWA_IMG08294.JPG,https://www.wildflower.org/plants/result.php?id_plant=ZIGR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../image_archive/320x240/CJD/CJD_IMG0037.JPG,
